analysis_id,brief_description,dimension,paper_text,code_text,match_status,explanation,dimension_norm
55,Two-sided equivalence test comparing ratings of sophistication of theory between significant-results vs. nonsignificant-results conditions.,Variable Specification,"“On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”[...]“Significant results (M = 6.06, SD = 2.20) vs.0.38 [-0.27, 1.03]±1.11-1.854124.80.033 nonsignificant results (M = 5.68, SD = 2.25)”","mean(datafile$r_sophistication[datafile$c_significance==1]), 
  mean(datafile$r_sophistication[datafile$c_significance==2]), 
  sd(datafile$r_sophistication[datafile$c_significance==1]), 
  sd(datafile$r_sophistication[datafile$c_significance==2]),[...]TOSTtwo(m1=equiv_array[3,5], m2=equiv_array[4,5], sd1=equiv_array[3,6], sd2=equiv_array[4,6], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"In the paper, the outcome variable is the 0–10 rating of ‘sophistication of the theory and conceptualization’, compared between significant- and nonsignificant-results conditions. In the code, the same rating variable r_sophistication is used as the outcome and is grouped by the statistical-significance factor c_significance in the TOST equivalence test, so the variable roles coincide.",variables
55,Two-sided equivalence test comparing ratings of sophistication of theory between significant-results vs. nonsignificant-results conditions.,Transformation Specification,"On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.","#Descriptives: Sophistication of Theory/Conceptualization
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    sophistication_m = mean(r_sophistication, na.rm = TRUE),
    sophistication_sd = sd(r_sophistication, na.rm = TRUE),
    sophistication_med = median(r_sophistication, na.rm = TRUE),
    sophistication_min = min(r_sophistication, na.rm = TRUE),
    sophistication_max = max(r_sophistication, na.rm = TRUE)
  )
[...]
#Sophistication of Theory/Conceptualization
TOSTtwo(m1=equiv_array[1,5], m2=equiv_array[2,5], sd1=equiv_array[1,6], sd2=equiv_array[2,6], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,5], m2=equiv_array[4,5], sd1=equiv_array[3,6], sd2=equiv_array[4,6], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper describes sophistication-of-theory as a single 0–10 rating used directly, and the code uses the raw `r_sophistication` scores in group means and TOST tests without any additional transformations such as scaling or aggregation. Both therefore apply effectively no transformation beyond standard grouping by condition.",transform
55,Two-sided equivalence test comparing ratings of sophistication of theory between significant-results vs. nonsignificant-results conditions.,Inference Specification,"Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).[...]Values in brackets are 90% confidence intervals. The upper and lower bounds for the equivalence test are the raw-score values corresponding to Cohen's d = ±0.50.[...]Significant results (M = 6.06, SD = 2.20) vs.0.38 [-0.27, 1.03]±1.11-1.854124.80.033 nonsignificant results (M = 5.68, SD = 2.25)","#Sophistication of Theory/Conceptualization
TOSTtwo(m1=equiv_array[1,5], m2=equiv_array[2,5], sd1=equiv_array[1,6], sd2=equiv_array[2,6], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,5], m2=equiv_array[4,5], sd1=equiv_array[3,6], sd2=equiv_array[4,6], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper specifies two-tailed equivalence tests for all main effects with bounds Cohen's d = -0.50 and +0.50 and α = .05, and Table 5 reports the specific sophistication-of-theory comparison for significant vs. nonsignificant results. The code implements this same equivalence test for sophistication ratings using TOSTtwo with low_eqbound_d = -0.5, high_eqbound_d = 0.5, and alpha = 0.05 for the significant vs. nonsignificant groups.",inference
56,Two-sided equivalence test comparing ratings of appropriateness of methods and design between original vs. replication conditions.,Model Specification,"“for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”[...]“Table 5 .5Summary of the Equivalence Tests for All Main Effects on the Dependent Variables”","#Appropriateness of Methods/Research Design
TOSTtwo(m1=equiv_array[1,7], m2=equiv_array[2,7], sd1=equiv_array[1,8], sd2=equiv_array[2,8], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper describes two-tailed equivalence tests with Cohen’s d bounds of ±0.50 and α = .05, and the code implements this using the TOSTtwo function for two-sample equivalence tests with the same bounds and alpha for the originality contrast on appropriateness of methods/design. Thus, the model specification of the equivalence test matches between paper and code.",model
56,Two-sided equivalence test comparing ratings of appropriateness of methods and design between original vs. replication conditions.,Variable Specification,"“Evaluation. On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”[...]“In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference”[...]“Appropriateness of methods and design Original study (M = 5.93, SD = 2.45) vs.-1.29 [-1.99, -0.60]±1.18-0.278122.85.609 replication (M = 7.23, SD = 2.25)”","group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    methods_m = mean(r_methods, na.rm = TRUE),
    methods_sd = sd(r_methods, na.rm = TRUE),
    methods_med = median(r_methods, na.rm = TRUE),
    methods_min = min(r_methods, na.rm = TRUE),
    methods_max = max(r_methods, na.rm = TRUE)
  )
[...]
  mean(datafile$r_methods[datafile$c_original==1]), 
  mean(datafile$r_methods[datafile$c_original==2]), 
  mean(datafile$r_methods[datafile$c_significance==1]), 
  mean(datafile$r_methods[datafile$c_significance==2]), 
[...]
n_orig=length(datafile$c_original[datafile$c_original==1])
n_rep=length(datafile$c_original[datafile$c_original==2])
[...]
#Appropriateness of Methods/Research Design
TOSTtwo(m1=equiv_array[1,7], m2=equiv_array[2,7], sd1=equiv_array[1,8], sd2=equiv_array[2,8], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,Both the paper and the code use the rating of “appropriateness of the methods and research design”/r_methods as the dependent variable and compare it between original and replication conditions as the originality main effect. The code’s use of r_methods grouped by c_original (n_orig vs. n_rep) matches the originality contrast reported for this variable in Table 5.,variables
56,Two-sided equivalence test comparing ratings of appropriateness of methods and design between original vs. replication conditions.,Transformation Specification,"Evaluation. On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.[...]Total score. For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).","group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    methods_m = mean(r_methods, na.rm = TRUE),
    methods_sd = sd(r_methods, na.rm = TRUE),
    methods_med = median(r_methods, na.rm = TRUE),
    methods_min = min(r_methods, na.rm = TRUE),
    methods_max = max(r_methods, na.rm = TRUE)
  )
[...]
  mean(datafile$r_methods[datafile$c_original==1]), 
  mean(datafile$r_methods[datafile$c_original==2]), 
  mean(datafile$r_methods[datafile$c_significance==1]), 
  mean(datafile$r_methods[datafile$c_significance==2]), 
  sd(datafile$r_methods[datafile$c_original==1]), 
  sd(datafile$r_methods[datafile$c_original==2]), 
  sd(datafile$r_methods[datafile$c_significance==1]), 
  sd(datafile$r_methods[datafile$c_significance==2]), 
[...]
#Appropriateness of Methods/Research Design
TOSTtwo(m1=equiv_array[1,7], m2=equiv_array[2,7], sd1=equiv_array[1,8], sd2=equiv_array[2,8], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper describes the appropriateness ratings as single 0–10 scale scores with no additional transformations, and the code uses the raw `r_methods` values directly to compute means/SDs and run the equivalence tests. No recoding, rescaling, or aggregation beyond these raw ratings is applied in either source.",transform
56,Two-sided equivalence test comparing ratings of appropriateness of methods and design between original vs. replication conditions.,Inference Specification,"“Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”[...]“Sample sizes for all tests were as follows: original study-n = 62; replication-n = 65; significant results-n = 64; nonsignificant results-n = 63. Values in parentheses are standard deviations. Values in brackets are 90% confidence intervals. The upper and lower bounds for the equivalence test are the raw-score values corresponding to Cohen's d = ±0.50.”[...]“Appropriateness of methods and design
Original study (M = 5.93, SD = 2.45) vs.-1.29 [-1.99, -0.60]±1.18-0.278122.85.609
replication (M = 7.23, SD = 2.25)”","#Appropriateness of Methods/Research Design
TOSTtwo(m1=equiv_array[1,7], m2=equiv_array[2,7], sd1=equiv_array[1,8], sd2=equiv_array[2,8], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper specifies two-tailed equivalence tests with Cohen’s d bounds of -0.50 and +0.50 at α = .05 and 90% confidence intervals, and the code implements a TOST equivalence test for this contrast using low_eqbound_d = -0.5, high_eqbound_d = 0.5, and alpha = 0.05. Thus the inference criteria in the implementation match those described in the paper.",inference
57,Two-sided equivalence test comparing ratings of appropriateness of methods and design between significant-results vs. nonsignificant-results conditions.,Model Specification,"Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).","TOSTtwo(m1=equiv_array[3,7], m2=equiv_array[4,7], sd1=equiv_array[3,8], sd2=equiv_array[4,8], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper describes using two-tailed equivalence tests with bounds in Cohen’s d for all main effects, and the code implements this via the TOSTtwo function, which conducts two one-sided tests for equivalence with the same d-bounds and alpha. Thus, the statistical test type used in the code matches the model specification in the paper for this comparison.",model
57,Two-sided equivalence test comparing ratings of appropriateness of methods and design between significant-results vs. nonsignificant-results conditions.,Variable Specification,"Dependent variablesThe dependent variables relevant to our preregistered hypotheses were five evaluation criteria, overall recommendation, and a total score.[...]Evaluation. On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.[...]Appropriateness of methods and designOriginal study (M = 5.93, SD = 2.45) vs.-1.29 [-1.99, -0.60]±1.18-0.278122.85.609replication (M = 7.23, SD = 2.25)Significant results (M = 6.87, SD = 2.31) vs.0.56 [-0.16, 1.27]±1.21-1.523123.39.065nonsignificant results (M = 6.32, SD = 2.54)","#Appropriateness of Methods/Research Design
TOSTtwo(m1=equiv_array[1,7], m2=equiv_array[2,7], sd1=equiv_array[1,8], sd2=equiv_array[2,8], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,7], m2=equiv_array[4,7], sd1=equiv_array[3,8], sd2=equiv_array[4,8], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)[...]mean(datafile$r_methods[datafile$c_original==1]), 
  mean(datafile$r_methods[datafile$c_original==2]), 
  mean(datafile$r_methods[datafile$c_significance==1]), 
  mean(datafile$r_methods[datafile$c_significance==2]), 
  sd(datafile$r_methods[datafile$c_original==1]), 
  sd(datafile$r_methods[datafile$c_original==2]), 
  sd(datafile$r_methods[datafile$c_significance==1]), 
  sd(datafile$r_methods[datafile$c_significance==2]),[...]n_sig=length(datafile$c_significance[datafile$c_significance==1])
n_nonsig=length(datafile$c_significance[datafile$c_significance==2])",match,"The paper specifies 'appropriateness of the methods and research design' as the dependent evaluation criterion and compares it between 'Significant results' and 'nonsignificant results' conditions, and the code uses r_methods (appropriateness ratings) indexed by c_significance (significance condition) in the TOSTtwo equivalence test. Thus, both sources designate the same outcome variable and the same independent variable (significant vs. nonsignificant results) for this analysis.",variables
57,Two-sided equivalence test comparing ratings of appropriateness of methods and design between significant-results vs. nonsignificant-results conditions.,Transformation Specification,"On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.[...]The upper and lower bounds for the equivalence test are the raw-score values corresponding to Cohen's d = ±0.50.","#Descriptives: Appropriateness of Methods/Research Design
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    methods_m = mean(r_methods, na.rm = TRUE),
    methods_sd = sd(r_methods, na.rm = TRUE),
    methods_med = median(r_methods, na.rm = TRUE),
    methods_min = min(r_methods, na.rm = TRUE),
    methods_max = max(r_methods, na.rm = TRUE)
  )
[...]
#Appropriateness of Methods/Research Design
TOSTtwo(m1=equiv_array[1,7], m2=equiv_array[2,7], sd1=equiv_array[1,8], sd2=equiv_array[2,8], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,7], m2=equiv_array[4,7], sd1=equiv_array[3,8], sd2=equiv_array[4,8], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper describes appropriateness ratings on a 0–10 scale used directly in raw-score-based equivalence tests, with no additional transformations. The code likewise uses the raw r_methods ratings to compute means/SDs and inputs these directly into TOSTtwo, without any rescaling, aggregation across items, or other transformations.",transform
57,Two-sided equivalence test comparing ratings of appropriateness of methods and design between significant-results vs. nonsignificant-results conditions.,Inference Specification,"Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).[...]Values in brackets are 90% confidence intervals. The upper and lower bounds for the equivalence test are the raw-score values corresponding to Cohen's d = ±0.50.","#####################
# EQUIVALENCE TESTS #
#####################
[...]
#Appropriateness of Methods/Research Design
TOSTtwo(m1=equiv_array[1,7], m2=equiv_array[2,7], sd1=equiv_array[1,8], sd2=equiv_array[2,8], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,7], m2=equiv_array[4,7], sd1=equiv_array[3,8], sd2=equiv_array[4,8], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"Both the paper and the code use two-tailed equivalence tests with Cohen’s d bounds of -0.50 and +0.50 and α = .05, and the paper explicitly reports 90% confidence intervals consistent with the TOST implementation. Thus, the inference criteria for the equivalence test on appropriateness of methods/design by significance condition align between paper and code.",inference
58,Two-sided equivalence test comparing ratings of the presentation and discussion of results between original vs. replication conditions.,Model Specification,"“Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”[...]“Table 5 .5Summary of the Equivalence Tests for All Main Effects on the Dependent Variables”","#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper describes two-tailed equivalence tests for main effects with Cohen’s d bounds of -0.50 and +0.50 and α = .05, and the code implements this using the TOSTtwo function (two one-sided t-tests for independent means) with the same d-bounds and alpha for the originality contrast on presentation/discussion of results. Thus, the model specification of the equivalence test matches between paper and code.",model
58,Two-sided equivalence test comparing ratings of the presentation and discussion of results between original vs. replication conditions.,Variable Specification,"On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.[...]Presentation and discussion of results Original study (M = 6.35, SD = 2.00) vs.-0.38 [-0.97, 0.20]±1.001.732124.63.043 replication (M = 6.74, SD = 1.99)","mean(datafile$r_presentation[datafile$c_original==1]), 
  mean(datafile$r_presentation[datafile$c_original==2]), 
  mean(datafile$r_presentation[datafile$c_significance==1]), 
  mean(datafile$r_presentation[datafile$c_significance==2]), 
  sd(datafile$r_presentation[datafile$c_original==1]), 
  sd(datafile$r_presentation[datafile$c_original==2]), 
  sd(datafile$r_presentation[datafile$c_significance==1]), 
  sd(datafile$r_presentation[datafile$c_significance==2]),[...]
n_orig=length(datafile$c_original[datafile$c_original==1])
n_rep=length(datafile$c_original[datafile$c_original==2])[...]
#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper specifies a test comparing ratings of the 'quality of the presentation and discussion of results' between original versus replication studies, and the code implements an equivalence test on r_presentation using group sizes n_orig and n_rep based on c_original. Thus, both sources use the same outcome variable and the same originality predictor for this analysis.",variables
58,Two-sided equivalence test comparing ratings of the presentation and discussion of results between original vs. replication conditions.,Transformation Specification,"“On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”","#Descriptives: Quality of Presentation and Discussion of Results
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    presentation_m = mean(r_presentation, na.rm = TRUE),
    presentation_sd = sd(r_presentation, na.rm = TRUE),
    presentation_med = median(r_presentation, na.rm = TRUE),
    presentation_min = min(r_presentation, na.rm = TRUE),
    presentation_max = max(r_presentation, na.rm = TRUE)
  )
...
a_presentation <- aov(
  r_presentation ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_presentation)
...
#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,9], m2=equiv_array[4,9], sd1=equiv_array[3,10], sd2=equiv_array[4,10], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper describes the DV as a single 0–10 rating scale used directly, and the code uses the raw r_presentation values in the ANOVA and equivalence tests without any additional transformation. Thus, the transformation specifications in paper and code are consistent.",transform
58,Two-sided equivalence test comparing ratings of the presentation and discussion of results between original vs. replication conditions.,Inference Specification,"“Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”[...]“Values in brackets are 90% confidence intervals. The upper and lower bounds for the equivalence test are the raw-score values corresponding to Cohen's d = ±0.50.”","#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper specifies two-tailed equivalence tests with Cohen's d bounds of -0.50 and +0.50 and α = .05, and the code implements TOSTtwo with low_eqbound_d = -0.5, high_eqbound_d = 0.5, and alpha = 0.05 for this dependent variable and originality contrast. Thus, the inference criteria in the implementation match those described in the paper.",inference
59,Two-sided equivalence test comparing ratings of the presentation and discussion of results between significant-results vs. nonsignificant-results conditions.,Model Specification,"Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).","#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,9], m2=equiv_array[4,9], sd1=equiv_array[3,10], sd2=equiv_array[4,10], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper states that all main effects, including the statistical-significance effect on presentation/discussion ratings, were analyzed with two-tailed equivalence tests, and the code implements these using the TOSTtwo procedure with the specified equivalence bounds and alpha. Thus, the model specification (two-sample equivalence t-test via TOST) is consistent between paper and code.",model
59,Two-sided equivalence test comparing ratings of the presentation and discussion of results between significant-results vs. nonsignificant-results conditions.,Variable Specification,"“On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”[...]“In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.”[...]“Compared with reviewers in the nonsignificant-results conditions, those in the significant-results conditions evaluated the study's significance to media psychology (ω² = .017) and the quality of the presentation and discussion of results (ω² = .050) slightly more positively and gave slightly more favorable recommendations for acceptance (ω² = .026).”[...]“Presentation and discussion of results[...]Significant results (M = 7.03, SD = 1.78) vs.0.97 [0.40, 1.54]±0.97-0.012121.26.495 nonsignificant results (M = 6.06, SD = 2.09)”","equiv_array <- array(data = c(
  mean(datafile$r_methods[datafile$c_significance==1]), 
  mean(datafile$r_methods[datafile$c_significance==2]), 
  sd(datafile$r_methods[datafile$c_significance==1]), 
  sd(datafile$r_methods[datafile$c_significance==2]), 
  mean(datafile$r_presentation[datafile$c_original==1]), 
  mean(datafile$r_presentation[datafile$c_original==2]), 
  mean(datafile$r_presentation[datafile$c_significance==1]), 
  mean(datafile$r_presentation[datafile$c_significance==2]), 
  sd(datafile$r_presentation[datafile$c_original==1]), 
  sd(datafile$r_presentation[datafile$c_original==2]), 
  sd(datafile$r_presentation[datafile$c_significance==1]), 
  sd(datafile$r_presentation[datafile$c_significance==2]), 
  mean(datafile$r_overall[datafile$c_original==1]), 
  mean(datafile$r_overall[datafile$c_original==2]), 
  mean(datafile$r_overall[datafile$c_significance==1]), 
  mean(datafile$r_overall[datafile$c_significance==2]), 
  sd(datafile$r_overall[datafile$c_original==1]), 
  sd(datafile$r_overall[datafile$c_original==2]), 
  sd(datafile$r_overall[datafile$c_significance==1]), 
  sd(datafile$r_overall[datafile$c_significance==2]), 
  mean(datafile$r_total[datafile$c_original==1]), 
  mean(datafile$r_total[datafile$c_original==2]), 
  mean(datafile$r_total[datafile$c_significance==1]), 
  mean(datafile$r_total[datafile$c_significance==2]), 
  sd(datafile$r_total[datafile$c_original==1]), 
  sd(datafile$r_total[datafile$c_original==2]), 
  sd(datafile$r_total[datafile$c_significance==1]), 
  sd(datafile$r_total[datafile$c_significance==2])), 
  dim = c(4,14), dimname = NULL)

n_sig=length(datafile$c_significance[datafile$c_significance==1])
n_nonsig=length(datafile$c_significance[datafile$c_significance==2])

#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,9], m2=equiv_array[4,9], sd1=equiv_array[3,10], sd2=equiv_array[4,10], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper defines the dependent variable as the “quality of the presentation and discussion of results” and contrasts significant-results versus nonsignificant-results conditions, while the code implements an equivalence test on `r_presentation` across `c_significance==1` vs `c_significance==2` with no additional covariates. Thus, the variables and their roles (DV: rating of presentation/discussion; IV: statistical-significance condition) match between paper and code.",variables
59,Two-sided equivalence test comparing ratings of the presentation and discussion of results between significant-results vs. nonsignificant-results conditions.,Transformation Specification,"On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.[...]Presentation and discussion of resultsOriginal study (M = 6.35, SD = 2.00) vs.-0.38 [-0.97, 0.20]±1.001.732124.63.043replication (M = 6.74, SD = 1.99)Significant results (M = 7.03, SD = 1.78) vs.0.97 [0.40, 1.54]±0.97-0.012121.26.495nonsignificant results (M = 6.06, SD = 2.09)","group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    presentation_m = mean(r_presentation, na.rm = TRUE),
    presentation_sd = sd(r_presentation, na.rm = TRUE),
    presentation_med = median(r_presentation, na.rm = TRUE),
    presentation_min = min(r_presentation, na.rm = TRUE),
    presentation_max = max(r_presentation, na.rm = TRUE)
  )
[...]
#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,9], m2=equiv_array[4,9], sd1=equiv_array[3,10], sd2=equiv_array[4,10], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"Both the paper and the code use the raw 0–10 ratings for 'quality of the presentation and discussion of results' directly, aggregating only by taking group means and standard deviations for the equivalence test without any additional transformations. Thus, the transformation specification in the implementation matches what is described in the article.",transform
