analysis_id,dimension,manuscript_content,manuscript_location,code_content,code_file,code_lines,results,data_needed,data_available,notes,dimension_norm,paper_id,human_analysis_id,codebot_analysis_id,link_type,confidence
A22,transformation ,"""For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect.""",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)

data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE) [...] data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",68-74; 78,1.0,0.0,1.0,,transform,anvari_2023,A22,,no_match,0.0
A22,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"m.8 = lm(NA_change ~ AnchorNA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",679,1.0,0.0,1.0,,variables,anvari_2023,A22,,no_match,0.0
A22,transformation ,,,,,,,,,,transform,anvari_2023,A22,,no_match,0.0
A22,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"m.8 = lm(NA_change ~ AnchorNA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",679,1.0,0.0,1.0,,variables,anvari_2023,A22,,no_match,0.0
A22,transformation ,,,,,,,,,,transform,anvari_2023,A22,,no_match,0.0
A22,inference criteria,,,"m.8 = lm(NA_change ~ AnchorNA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",679,1.0,0.0,1.0,alpha level inferable from code but not noted in the text,inference,anvari_2023,A22,,no_match,0.0
A23,model specification,I did this by using linear regression analyses ,text,"m.6 = lm(PANAS_PA_D1mean ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",667,1.0,0.0,1.0,line 647 contains a überflüssige linear regression with only the anchor pa,model,anvari_2023,A23,21,exact,0.96
A23,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE) [...] m.6 = lm(PANAS_PA_D1mean ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",60-62; 667,1.0,0.0,1.0,,variables,anvari_2023,A23,21,exact,0.96
A23,transformation ,"""For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect.""",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",60-62,1.0,0.0,1.0,,transform,anvari_2023,A23,21,exact,0.96
A23,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"m.6 = lm(PANAS_PA_D1mean ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",667,1.0,0.0,1.0,,variables,anvari_2023,A23,21,exact,0.96
A23,transformation ,,,,,,,,,,transform,anvari_2023,A23,21,exact,0.96
A23,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"m.6 = lm(PANAS_PA_D1mean ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",667,1.0,0.0,1.0,,variables,anvari_2023,A23,21,exact,0.96
A23,transformation ,,,,,,,,,,transform,anvari_2023,A23,21,exact,0.96
A23,inference criteria,,,"m.6 = lm(PANAS_PA_D1mean ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",667,1.0,0.0,1.0,alpha level inferable from code but not noted in the text,inference,anvari_2023,A23,21,exact,0.96
A24,model specification,I did this by using linear regression analyses ,text,"m.12 = lm(PANAS_NA_D1mean ~ AnchorNA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",695,1.0,0.0,1.0,line 647 contains a überflüssige linear regression with only the anchor pa,model,anvari_2023,A24,24,exact,0.96
A24,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE) [...] m.12 = lm(PANAS_NA_D1mean ~ AnchorNA*Anchor.Position, data=data)
","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",68-70; 695,1.0,0.0,1.0,,variables,anvari_2023,A24,24,exact,0.96
A24,transformation ,"""For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect.""",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)
","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",68-70,1.0,0.0,1.0,,transform,anvari_2023,A24,24,exact,0.96
A24,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"m.12 = lm(PANAS_NA_D1mean ~ AnchorNA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",695,1.0,0.0,1.0,,variables,anvari_2023,A24,24,exact,0.96
A24,transformation ,,,,,,,,,,transform,anvari_2023,A24,24,exact,0.96
A24,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"m.12 = lm(PANAS_NA_D1mean ~ AnchorNA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",695,1.0,0.0,1.0,,variables,anvari_2023,A24,24,exact,0.96
A24,transformation ,,,,,,,,,,transform,anvari_2023,A24,24,exact,0.96
A24,inference criteria,,,"m.12 = lm(PANAS_NA_D1mean ~ AnchorNA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",695,1.0,0.0,1.0,alpha level inferable from code but not noted in the text,inference,anvari_2023,A24,24,exact,0.96
A25,model specification,I did this by using linear regression analyses ,text,"m.4 = lm(PANAS_PA_D2mean ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",659,1.0,0.0,1.0,line 647 contains a überflüssige linear regression with only the anchor pa,model,anvari_2023,A25,20,exact,0.96
A25,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) [...] m.4 = lm(PANAS_PA_D2mean ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",64-66; 659,1.0,0.0,1.0,,variables,anvari_2023,A25,20,exact,0.96
A25,transformation ,"""For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect.""",text,"data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) ","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",64-66,1.0,0.0,1.0,,transform,anvari_2023,A25,20,exact,0.96
A25,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"m.4 = lm(PANAS_PA_D2mean ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",659,1.0,0.0,1.0,,variables,anvari_2023,A25,20,exact,0.96
A25,transformation ,,,,,,,,,,transform,anvari_2023,A25,20,exact,0.96
A25,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"m.4 = lm(PANAS_PA_D2mean ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",659,1.0,0.0,1.0,,variables,anvari_2023,A25,20,exact,0.96
A25,transformation ,,,,,,,,,,transform,anvari_2023,A25,20,exact,0.96
A25,inference criteria,,,"m.4 = lm(PANAS_PA_D2mean ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",659,1.0,0.0,1.0,alpha level inferable from code but not noted in the text,inference,anvari_2023,A25,20,exact,0.96
A26,model specification,I did this by using linear regression analyses ,text,"m.10 = lm(PANAS_NA_D2mean ~ AnchorNA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",687,1.0,0.0,1.0,line 647 contains a überflüssige linear regression with only the anchor pa,model,anvari_2023,A26,23,exact,0.96
A26,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE) [...] m.10 = lm(PANAS_NA_D2mean ~ AnchorNA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",72-74; 687,1.0,0.0,1.0,,variables,anvari_2023,A26,23,exact,0.96
A26,transformation ,"""For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect.""",text,"data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE) ","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",72-74,1.0,0.0,1.0,,transform,anvari_2023,A26,23,exact,0.96
A26,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"m.10 = lm(PANAS_NA_D2mean ~ AnchorNA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",687,1.0,0.0,1.0,,variables,anvari_2023,A26,23,exact,0.96
A26,transformation ,,,,,,,,,,transform,anvari_2023,A26,23,exact,0.96
A26,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"m.10 = lm(PANAS_NA_D2mean ~ AnchorNA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",687,1.0,0.0,1.0,,variables,anvari_2023,A26,23,exact,0.96
A26,transformation ,,,,,,,,,,transform,anvari_2023,A26,23,exact,0.96
A26,inference criteria,,,"m.10 = lm(PANAS_NA_D2mean ~ AnchorNA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",687,1.0,0.0,1.0,alpha level inferable from code but not noted in the text,inference,anvari_2023,A26,23,exact,0.96
nan,model specification,"An important consideration for interpreting the above pairwise correlations is that the Time 1 and Time 2 ratings are relatively strongly correlated (rPA = .66, rNA = .63, ps < .001).",text,"cocor(~PANAS_NA_D2mean + AnchorNA | PANAS_NA_D1mean + AnchorNA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",596,1.0,0.0,1.0,values come from related correlation results in this functions output,model,anvari_2023,nan,16,fragment_of,0.78
nan,variable specification,"An important consideration for interpreting the above pairwise correlations is that the Time 1 and Time 2 ratings are relatively strongly correlated (rPA = .66, rNA = .63, ps < .001).",text,"data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE) [...] cocor(~PANAS_NA_D2mean + AnchorNA | PANAS_NA_D1mean + AnchorNA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",72-74; 592,1.0,0.0,1.0,technically there is a further varibale,variables,anvari_2023,nan,16,fragment_of,0.78
nan,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. ",text,"data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",72-74,1.0,0.0,1.0,,transform,anvari_2023,nan,16,fragment_of,0.78
nan,variable specification,"An important consideration for interpreting the above pairwise correlations is that the Time 1 and Time 2 ratings are relatively strongly correlated (rPA = .66, rNA = .63, ps < .001).",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE) [...] cocor(~PANAS_NA_D2mean + AnchorNA | PANAS_NA_D1mean + AnchorNA, data=data)
","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",68-70,1.0,0.0,1.0,,variables,anvari_2023,nan,16,fragment_of,0.78
nan,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. ",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",68-70; 593,,,,,transform,anvari_2023,nan,16,fragment_of,0.78
nan,inference criteria,,,"cocor(~PANAS_NA_D2mean + AnchorNA | PANAS_NA_D1mean + AnchorNA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",615,,,,alpha level inferable from code but not noted in the text,inference,anvari_2023,nan,16,fragment_of,0.78
nan,model specification,"An important consideration for interpreting the above pairwise correlations is that the Time 1 and Time 2 ratings are relatively strongly correlated (rPA = .66, rNA = .63, ps < .001).",text,"cocor(~PANAS_PA_D2mean + AnchorPA | PANAS_PA_D1mean + AnchorPA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",596,1.0,0.0,1.0,values come from related correlation results in this functions output,model,anvari_2023,nan,16,fragment_of,0.78
nan,variable specification,"An important consideration for interpreting the above pairwise correlations is that the Time 1 and Time 2 ratings are relatively strongly correlated (rPA = .66, rNA = .63, ps < .001).",text,"data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) [...] cocor(~PANAS_PA_D2mean + AnchorPA | PANAS_PA_D1mean + AnchorPA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",64-66; 596,1.0,0.0,1.0,technically there is a further varibale,variables,anvari_2023,nan,16,fragment_of,0.78
nan,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. ",text,"data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) ","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",64-66,1.0,0.0,1.0,,transform,anvari_2023,nan,16,fragment_of,0.78
nan,variable specification,"An important consideration for interpreting the above pairwise correlations is that the Time 1 and Time 2 ratings are relatively strongly correlated (rPA = .66, rNA = .63, ps < .001).",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE) [...] cocor(~PANAS_PA_D2mean + AnchorPA | PANAS_PA_D1mean + AnchorPA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",60-62;596,1.0,0.0,1.0,,variables,anvari_2023,nan,16,fragment_of,0.78
nan,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. ",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",60-62,1.0,0.0,1.0,,transform,anvari_2023,nan,16,fragment_of,0.78
nan,inference criteria,,,"cocor(~PANAS_PA_D2mean + AnchorPA | PANAS_PA_D1mean + AnchorPA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",596,,,,alpha level inferable from code but not noted in the text,inference,anvari_2023,nan,16,fragment_of,0.78
