analysis_id,brief_description,dimension,paper_text,code_text,match_status,explanation,dimension_norm
3,"Welch independent-samples t-test comparing mean negative affect change scores between participants who saw the anchor item before versus after the PANAS, among those who answered “a little more negative” on the negative anchor item.",Transformation Specification,"“For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. To calculate each participant's change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect.”[...]“As per the anchor-based approach for determining the smallest subjectively experienced difference in affect (Anvari & Lakens, 2021), I subcategorized partic-ipants into five groups based on their responses to the anchor item and, for each subcategory, I calculated the average change score from Time 1 to Time 2. I did this separately for participants who saw the anchor-item before the PANAS and those who saw the anchor-item after.”[...]“I excluded participants for (i) having missing responses on any measures or (ii) giving the same response to all items across the three measures in either the first or second survey. [...] The final dataset for this paper consisted of 903 participants who completed the PANAS on both Time 1 and Time 2.”","data$AnchorNA <- paste(data$NA.Anchor.Before, data$NA.Anchor.After)
data$AnchorNA = as.character(data$AnchorNA)
[...]data[data == "" A little more negative""] <- 4
data[data == ""A little more negative ""] <- 4
[...]data[, 77:78] <- sapply(data[, 77:78], as.integer)
[...]data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)

data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE)

## each person's change score for PA and NA from D1 to D2
[...]data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean
[...]data_before = data[data$Anchor.Position==""Anchor Before"", ]
[...]data_after = data[data$Anchor.Position==""Anchor After"", ]
[...]# direct test comparing the ""a little more"" groups for NA after vs before
t.test(data_after$NA_change[data_after$AnchorNA==4], data_before$NA_change[data_before$AnchorNA==4])",match,"Both the paper and code compute mean negative affect scores at each time point, form negative affect change scores as Time 2 minus Time 1, then compare these change scores between anchor-before and anchor-after groups within the “a little more negative” anchor-response subgroup. The code’s transformations (rowMeans for NA items, NA_change difference, subsetting by Anchor.Position and AnchorNA==4) implement the transformations described in the paper for this analysis.",transform
3,"Welch independent-samples t-test comparing mean negative affect change scores between participants who saw the anchor item before versus after the PANAS, among those who answered “a little more negative” on the negative anchor item.",Inference Specification,"""For people who said they felt a little more negative, those who saw the anchor before (M = 0.41, SD = 0.58) the PANAS had a slightly higher change score as compared to those who saw the anchor after (M = 0.26, SD = 0.67), though this difference was also not statistically significant, t(133.53) = 1.40, p = .165, mean difference = 0.15, CI 95%[-0.03, 0.36], d = 0.24, CI 95%[-0.10, 0.58].""","# direct test comparing the ""a little more"" groups for NA after vs before
t.test(data_after$NA_change[data_after$AnchorNA==4], data_before$NA_change[data_before$AnchorNA==4])
cohen.d(data_after$NA_change[data_after$AnchorNA==4],
        data_before$NA_change[data_before$AnchorNA==4],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)",match,"The paper interprets the result using a p-value and 95% confidence intervals, and the corresponding code uses a Welch two-sample t-test together with Cohen's d and a specified 95% confidence level. There is no indication of any different alpha level or alternative inferential criterion in the code.",inference
4,"Welch independent-samples t-test comparing mean negative affect change scores between participants who saw the anchor item before versus after the PANAS, among those who answered “the same” on the negative anchor item.",Model Specification,"“In the analyses I used Welch's independent samples t-tests.” [...] “However, of these participants, those who saw the anchor before (M = -0.09, SD = 0.50) the PANAS had a slightly larger absolute change score than those who saw the anchor after (M = -0.02, SD = 0.47), though this difference was small and not statistically significant, t(235.93) = 1.12, p = .262, mean difference = 0.07, CI 95%[-0.05, 0.19], d = 0.15"" CI 95% [-0.11, 0.40].”","# direct test comparing the ""same"" groups for NA after vs before
t.test(data_after$NA_change[data_after$AnchorNA==3], data_before$NA_change[data_before$AnchorNA==3])",match,"The paper specifies using “Welch's independent samples t-tests” for these comparisons, and the code implements this comparison with R’s two-sample t.test (using its default Welch unequal-variance test) on NA change scores for the “same” groups before vs after. Thus, the implemented model specification matches the one described in the paper.",model
4,"Welch independent-samples t-test comparing mean negative affect change scores between participants who saw the anchor item before versus after the PANAS, among those who answered “the same” on the negative anchor item.",Variable Specification,"“For negative affect, of the people who said they felt a little less negative, those who saw the anchor before (M = -0.22, SD = 0.50) the PANAS had a slightly lower change score, in absolute terms, as compared to those who saw the anchor after (M = -0.29, SD = 0.56), though this difference wasn't statistically significant, t(347.49) = 1.10, p = .272, mean difference = 0.07, CI 95%[-0.05, 0.17], d = 0.12, CI 95%[-0.09, 0.33]. [...] Moreover, people who said that they felt ""the same"" in negative affect showed an average change score that was in the negative direction regardless of whether they saw the anchor before or after the PANAS. However, of these participants, those who saw the anchor before (M = -0.09, SD = 0.50) the PANAS had a slightly larger absolute change score than those who saw the anchor after (M = -0.02, SD = 0.47), though this difference was small and not statistically significant, t(235.93) = 1.12, p = .262, mean difference = 0.07, CI 95%[-0.05, 0.19], d = 0.15 [...]”[...] “To calculate each participant's change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect.”[...] “Importantly, participants were randomly allocated to respond to the anchor item either before the PANAS or after.”","data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)

data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE)

## each person's change score for PA and NA from D1 to D2
data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean
data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean[...]data_before = data[data$Anchor.Position==""Anchor Before"", ]
[...]data_after = data[data$Anchor.Position==""Anchor After"", ][...]# direct test comparing the ""same"" groups for NA after vs before
t.test(data_after$NA_change[data_after$AnchorNA==3], data_before$NA_change[data_before$AnchorNA==3])
sd(data_before$NA_change[data_before$AnchorNA==3])
sd(data_after$NA_change[data_after$AnchorNA==3])
cohen.d(data_after$NA_change[data_after$AnchorNA==3],
        data_before$NA_change[data_before$AnchorNA==3],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)",match,"Both paper and code use the negative affect change score as the outcome and compare participants who saw the anchor before versus after the PANAS, restricting to those whose negative anchor response was “the same.” There are no additional variables or different groupings introduced in the code implementation for this comparison.",variables
4,"Welch independent-samples t-test comparing mean negative affect change scores between participants who saw the anchor item before versus after the PANAS, among those who answered “the same” on the negative anchor item.",Transformation Specification,"“For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. To calculate each participant's change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect.”[...]“As per the anchor-based approach for determining the smallest subjectively experienced difference in affect (Anvari & Lakens, 2021), I subcategorized partic-ipants into five groups based on their responses to the anchor item and, for each subcategory, I calculated the average change score from Time 1 to Time 2. I did this separately for participants who saw the anchor-item before the PANAS and those who saw the anchor-item after.”[...]“The anchor items for positive and negative affect included in the survey at Time 2 asked participants, “Overall, compared to the time when you did this survey yesterday, how positive/negative do you feel right now?”. Participants had five response options for each anchor item: much less positive/negative, a little less positive/negative, the same, a little more positive/negative, and much more positive/negative.”","“## create new variables for PA and NA anchor items so responses for the anchors are
# in the same columns for both the people who saw the anchor before the PANAS 
# and those who saw the anchor after the PANAS
data$AnchorPA <- paste(data$PA.Anchor.Before, data$PA.Anchor.After)
data$AnchorNA <- paste(data$NA.Anchor.Before, data$NA.Anchor.After)
data$AnchorPA = as.character(data$AnchorPA)
data$AnchorNA = as.character(data$AnchorNA)

# rename character values on the anchors to numbers
# some had a space in front and some had a space after
data[data == "" Much less positive""] <- 1
[...]data[data == "" The same""] <- 3
data[data == ""The same ""] <- 3
[...]data[data == "" Much less negative""] <- 1
[...]data[data == "" A little more negative""] <- 4
[...]data[data == "" Much more negative""] <- 5
data[data == ""Much more negative ""] <- 5

# Save relevant columns as integer
data[, 77:78] <- sapply(data[, 77:78], as.integer)

#### mean of D1/T1 and D2/T2 scores for PA and NA ####

data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE)
[...]data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)

data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE)

## each person's change score for PA and NA from D1 to D2
data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean
data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean

#### estimates for anchor before ####
data_before = data[data$Anchor.Position==""Anchor Before"", ]
[...]#### estimates for anchor after ####
data_after = data[data$Anchor.Position==""Anchor After"", ]

# direct test comparing the ""same"" groups for NA after vs before
t.test(data_after$NA_change[data_after$AnchorNA==3], data_before$NA_change[data_before$AnchorNA==3])
sd(data_before$NA_change[data_before$AnchorNA==3])
sd(data_after$NA_change[data_after$AnchorNA==3])
[...]# SDs for before and after PA and NA, who said felt the same
sd(data_before$PA_change[data_before$AnchorPA==3])
sd(data_after$PA_change[data_after$AnchorPA==3])
sd(data_before$NA_change[data_before$AnchorNA==3])
sd(data_after$NA_change[data_after$AnchorNA==3])
cohen.d(data_after$NA_change[data_after$AnchorNA==3],
        data_before$NA_change[data_before$AnchorNA==3],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)”",match,"Both paper and code average the ten negative affect PANAS items at each time point, compute a negative affect change score as Time 2 minus Time 1, and then compare this change score between anchor-position groups within the “the same” negative anchor-response category. The code implements the described subsetting by anchor response (AnchorNA == 3) and anchor position (before vs after) using these computed change scores, matching the paper’s transformation description.",transform
4,"Welch independent-samples t-test comparing mean negative affect change scores between participants who saw the anchor item before versus after the PANAS, among those who answered “the same” on the negative anchor item.",Inference Specification,"„However, of these participants, those who saw the anchor before (M = -0.09, SD = 0.50) the PANAS had a slightly larger absolute change score than those who saw the anchor after (M = -0.02, SD = 0.47), though this difference was small and not statistically significant, t(235.93) = 1.12, p = .262, mean difference = 0.07, CI 95%[-0.05, 0.19], d = 0.15"" CI 95% [-0.11, 0.40].“","t.test(data_after$NA_change[data_after$AnchorNA==3], data_before$NA_change[data_before$AnchorNA==3])
...
cohen.d(data_after$NA_change[data_after$AnchorNA==3],
        data_before$NA_change[data_before$AnchorNA==3],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)",match,"The paper interprets the between-group difference as “not statistically significant” and reports 95% confidence intervals, and the code implements a Welch two-sample t-test (R’s default with 95% CI) plus Cohen’s d with `conf.level=0.95`. Both use conventional null-hypothesis significance testing with a 95% confidence level, so the inferential criteria align.",inference
5,"Welch independent-samples t-test comparing Time 2 mean positive affect PANAS scores between participants who saw the anchor items before versus after the PANAS, using the full sample.",Model Specification,"“In the analyses I used Welch's independent samples t-tests.” [...] “For positive affect, people who saw the anchor-items before the PANAS (M = 2.84, SD = 0.91) had statistically nonsignificant differences in their Time 2 ratings compared to people who saw the anchor-items after (M = 2.78, SD = 0.91), t(898.27) = 1.03, p = .305, mean difference = 0.06, CI 95%[-0.06, 0.18], d = 0.07, CI 95% [-0.06, 0.20].”","t.test(data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor Before""], 
  data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor After""])",match,"The paper specifies that Welch's independent-samples t-tests were used for these comparisons, and the code implements an R t.test between two independent groups, which by default is a Welch two-sample t-test. Thus, the model specification in the paper and code both correspond to a Welch independent-samples t-test comparing Time 2 positive affect means between anchor-before and anchor-after groups.",model
5,"Welch independent-samples t-test comparing Time 2 mean positive affect PANAS scores between participants who saw the anchor items before versus after the PANAS, using the full sample.",Variable Specification,"“For positive affect, people who saw the anchor-items before the PANAS (M = 2.84, SD = 0.91) had statistically nonsignificant differences in their Time 2 ratings compared to people who saw the anchor-items after (M = 2.78, SD = 0.91)…"" [...] ""For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect…"" [...] ""Importantly, participants were randomly allocated to respond to the anchor item either before the PANAS or after."" [...] ""These analyses provide two benefits beyond the analyses reported in the preceding paragraphs. First, the results speak more generally to the question of whether people's self-reports and self-perceptions of change vary as a function of the anchor-item's position. This is because the following analyses examine the full sample, rather than focusing only on the 'a little less/more' groups.""","data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE)
[...] #### comparing before vs after groups on PA and NA at Time 2 and change scores ####
t.test(data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor Before""], 
  data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor After""])",match,"The paper specifies a comparison of Time 2 mean positive affect PANAS scores between participants who saw the anchor before vs after, using the full sample, and the code implements a t-test of PANAS_PA_D2mean between groups defined by Anchor.Position == ""Anchor Before"" vs ""Anchor After"". Both treat the Time 2 positive affect mean as the outcome and anchor-item position (before vs after) as the independent grouping variable without additional covariates or subgrouping.",variables
5,"Welch independent-samples t-test comparing Time 2 mean positive affect PANAS scores between participants who saw the anchor items before versus after the PANAS, using the full sample.",Transformation Specification,"""For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect.[...]I excluded participants for (i) having missing responses on any measures or (ii) giving the same response to all items across the three measures in either the first or second survey.[...]I also conducted t-tests on the Time 2 ratings and on the change scores, without subcategorizing participants based on their anchor-responses.""","""data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE)
[...]
t.test(data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor Before""], 
  data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor After""])""",match,"The paper describes averaging the 10 positive affect items at Time 2 to form a mean score and then running t‑tests on these Time 2 ratings without subcategorizing by anchor response, and the code computes a Time 2 positive affect mean via rowMeans of the same 10 items and compares these means between anchor‑before and anchor‑after groups. Any exclusions described in the paper likely occurred when creating the input CSV, so the transformations visible for this specific test align.",transform
5,"Welch independent-samples t-test comparing Time 2 mean positive affect PANAS scores between participants who saw the anchor items before versus after the PANAS, using the full sample.",Inference Specification,"For positive affect, people who saw the anchor-items before the PANAS (M = 2.84, SD = 0.91) had statistically nonsignificant differences in their Time 2 ratings compared to people who saw the anchor-items after (M = 2.78, SD = 0.91), t(898.27) = 1.03, p = .305, mean difference = 0.06, CI 95%[-0.06, 0.18], d = 0.07, CI 95% [-0.06, 0.20].","#### comparing before vs after groups on PA and NA at Time 2 and change scores ####
t.test(data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor Before""], 
  data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor After""]) [...] cohen.d(data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor Before""],
        data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor After""],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)",match,"The paper reports inference for this comparison using a Welch t-test with p-value and 95% confidence intervals for both the mean difference and Cohen’s d, labeling the result “statistically nonsignificant.” The code implements the same comparison with R’s t.test (Welch by default, returning a p-value and 95% CI) and cohen.d with conf.level=0.95, matching the paper’s 95% CI–based inference specification.",inference
